Offer_Id;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission
7467061;BMW X1 xDrive 20d M Sport (SUV / Geländewagen);CHF 25'000.–;190 PS;4.2017;86'000 km;Diesel;Schaltgetriebe manuell
7466970;VW Golf Cabrio 1.4 TSI Cup DSG (Cabriolet);CHF 17'500.–;122 PS;12.2014;14'200 km;Benzin;Automatisiertes Schaltgetriebe
7466995;TOYOTA Hiace 2.7 Kombi LWB (Bus);CHF 10'500.–;143 PS;2.2006;70'500 km;Benzin;Schaltgetriebe manuell
7388101;JEEP Grand Cherokee 3.0 CRD Limited Automatic (SUV / Geländewagen);CHF 16'490.–;241 PS;1.2012;199'000 km;Diesel;Automat sequentiell
7192475;FIAT 695C 1.4 16V Turbo Abarth Edizione Maserati (Cabriolet);CHF 29'300.–;180 PS;7.2013;11'400 km;Benzin;Automatisiertes Schaltgetriebe
7466981;BMW 118i Cabrio (Cabriolet);CHF 10'000.–;143 PS;3.2011;41'324 km;Benzin;Schaltgetriebe manuell
7466910;TESLA Model X 90 D Performance (SUV / Geländewagen);CHF 76'900.–;772 PS;3.2017;77'500 km;Elektro;Automatisiertes Schaltgetriebe
7466795;VW Golf 1.6 Trendline (Limousine);CHF 10'500.–;102 PS;5.2009;98'000 km;Benzin;Schaltgetriebe manuell
7466739;MERCEDES-BENZ C 250 Coupé Sport 7G-Tronic (Coupé);CHF 17'100.–;204 PS;2.2013;159'000 km;Benzin;Automat sequentiell
7466712;SKODA Octavia Combi 2.0 TDI RS DSG (Kombi);CHF 16'750.–;184 PS;11.2014;152'000 km;Diesel;Automatisiertes Schaltgetriebe
7378210;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 29'900.–;360 PS;8.2015;91'500 km;Benzin;Automatisiertes Schaltgetriebe
7466566;LAND ROVER Discovery Sport 2.0 SD4 HSE AT9 (SUV / Geländewagen);CHF 48'500.–;240 PS;11.2018;25'800 km;Diesel;Automat sequentiell
7466586;BMW 335d xDrive Touring Steptronic (Kombi);CHF 27'000.–;313 PS;1.2014;98'000 km;Diesel;Automat sequentiell
7465663;AUDI A3 Sportback 2.0 TDI Ambition (Limousine);CHF 16'950.–;150 PS;1.2015;58'000 km;Diesel;Schaltgetriebe manuell
7251712;AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine);CHF 35'000.–;310 PS;9.2016;66'000 km;Benzin;Automatisiertes Schaltgetriebe
7462109;SMART fortwo BoConcept softouch (Cabriolet);CHF 9'400.–;84 PS;5.2014;44'700 km;Benzin;Automatisiertes Schaltgetriebe
7425185;JAGUAR XJS 4.0 (Coupé);CHF 26'900.–;226 PS;1.1994;112'000 km;Benzin;Automat
7250665;PORSCHE Macan S Diesel PDK (SUV / Geländewagen);CHF 39'900.–;258 PS;5.2015;82'000 km;Diesel;Automatisiertes Schaltgetriebe
7240713;JEEP Wrangler 2.8CRD Unlimited Rubicon Recon Aut. (SUV / Geländewagen);CHF 38'900.–;200 PS;9.2017;45'500 km;Diesel;Automat sequentiell
7430039;HONDA Jazz 1.4i Comfort i-Shift (Kleinwagen);CHF 6'900.–;100 PS;10.201;55'000 km;Benzin;Automatisiertes Schaltgetriebe
7465919;MINI Cooper John Cooper Works Steptronic (Kleinwagen);CHF 24'000.–;231 PS;9.2015;29'500 km;Benzin;Automat sequentiell
7465881;MERCEDES-BENZ 190 E 1.8 (Limousine);CHF 7'200.–;109 PS;6.1991;102'199 km;Benzin;Automat
7326806;VW Golf 2.0 TDI Comfortline Swiss Line Limited 4M (Limousine);CHF 19'000.–;150 PS;4.2018;62'000 km;Diesel;Schaltgetriebe manuell
7407941;SUBARU Justy J12i 4WD GLI ECVT (Kleinwagen);CHF 4'500.–;74 PS;3.1992;118'000 km;Benzin;Automat stufenlos
7417953;AUDI A4 Avant 3.2 FSI quattro tiptronic (Kombi);CHF 19'000.–;265 PS;5.2008;123'000 km;Benzin;Automat sequentiell
7465593;LAND ROVER Defender 110 2.4 Td4 Station Wagon (Kombi);CHF 45'000.–;122 PS;11.201;168'000 km;Diesel;Schaltgetriebe manuell
7465648;VW Amarok 2.0 BiTDI TL Gölä 4Motion permanent A (Pick-up);CHF 26'500.–;180 PS;4.2015;75'000 km;Diesel;Automat sequentiell
7454683;ASTON MARTIN DB9 Touchtronic 2 (Coupé);CHF 55'900.–;457 PS;7.2005;57'300 km;Benzin;Automat sequentiell
7461600;BMW Z4 sDrive35i DKG (Cabriolet);CHF 28'885.–;306 PS;1.2014;38'500 km;Benzin;Automatisiertes Schaltgetriebe
6939632;MERCEDES-BENZ GLA 45 AMG 4Matic 7G-DCT (SUV / Geländewagen);CHF 26'900.–;360 PS;10.2014;115'929 km;Benzin;Automatisiertes Schaltgetriebe
7449798;PEUGEOT 308 1.2 THP Allure (Limousine);CHF 12'990.–;131 PS;9.2015;70'000 km;Benzin;Schaltgetriebe manuell
7418016;MERCEDES-BENZ G 500 7G-Tronic (SUV / Geländewagen);CHF 55'000.–;388 PS;6.2014;107'000 km;Benzin;Automat sequentiell
7435469;MINI Cooper (Kleinwagen);CHF 11'200.–;136 PS;5.2014;110'000 km;Benzin;Schaltgetriebe manuell
7400961;MERCEDES-BENZ CLS Shooting Brake 400 4Matic 7G-Tronic (Kombi);CHF 34'900.–;333 PS;4.2015;66'500 km;Benzin;Automat sequentiell
7465183;SKODA Fabia 1.0 TSI Swiss Line 25 DSG (Kleinwagen);CHF 13'400.–;110 PS;10.2017;37'000 km;Benzin;Automatisiertes Schaltgetriebe
7465173;VW Touareg 3.0 TDI Tiptronic (SUV / Geländewagen);CHF 14'000.–;240 PS;1.202;157'000 km;Diesel;Automat sequentiell
7464964;FIAT 500 1.4 16V Turbo Abarth (Kleinwagen);CHF 6'900.–;135 PS;9.2009;136'000 km;Benzin;Schaltgetriebe manuell
7271943;BMW 335i xDrive Touring Steptronic (Kombi);CHF 29'900.–;306 PS;1.2014;68'000 km;Benzin;Automat sequentiell
6975207;MERCEDES-BENZ G 320 CDI 7G-Tronic (SUV / Geländewagen);CHF 43'000.–;224 PS;9.2008;173'000 km;Diesel;Automat sequentiell
7464784;FORD Focus 2.3 EcoBoost RS AWD (Limousine);CHF 34'444.–;350 PS;10.2016;35'000 km;Benzin;Schaltgetriebe manuell
7464738;BMW 530d xDrive Touring Steptronic (Kombi);CHF 16'900.–;258 PS;4.2011;136'000 km;Diesel;Automat sequentiell
6977183;PORSCHE 911 Cabrio Carrera 4S (Cabriolet);CHF 37'500.–;355 PS;7.2007;131'000 km;Benzin;Schaltgetriebe manuell
7464650;DODGE Ram 1500 HEMI (Pick-up);CHF 39'900.–;400 PS;5.2015;71'500 km;Benzin;Automatik-Getriebe
7464559;PORSCHE 911 Carrera 4 (Coupé);CHF 19'800.–;300 PS;6.2;59'000 km;Benzin;Automat
7458692;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 21'500.–;177 PS;6.2014;115'500 km;Diesel;Automatisiertes Schaltgetriebe
7464353;NISSAN Micra 1.2 visia (prima) (Kleinwagen);CHF 4'700.–;65 PS;3.201;36'293 km;Benzin;Schaltgetriebe manuell
7464184;MERCEDES-BENZ Viano 2.2 CDI Blue Efficiency Ambiente L 4Matic A (Kompaktvan / Minivan);CHF 21'000.–;163 PS;8.2014;136'000 km;Diesel;Automat
7464100;DACIA Sandero 0.9 Lauréate (Kleinwagen);CHF 8'500.–;90 PS;4.2016;27'400 km;Benzin;Schaltgetriebe manuell
7464053;MINI Cooper S Cabriolet (Cabriolet);CHF 13'500.–;184 PS;8.2012;50'175 km;Benzin;Schaltgetriebe manuell
7348084;MINI Countryman Cooper D ALL4 Steptronic (SUV / Geländewagen);CHF 24'000.–;150 PS;7.2017;33'000 km;Diesel;Automat sequentiell
7370285;ALFA ROMEO Giulia 2.2 JTDM Super Automatic (Limousine);CHF 21'000.–;180 PS;8.2016;47'500 km;Diesel;Automat sequentiell
7463524;MAZDA 3 SKYACTIV-G 120 Ambition Automat (Limousine);CHF 20'900.–;120 PS;2.2018;26'000 km;Benzin;Automat sequentiell
7419663;AUDI A4 Avant 2.0 TFSI quattro (Kombi);CHF 7'200.–;211 PS;11.2008;181'000 km;Benzin;Schaltgetriebe manuell
7462993;BMW 220d xDrive M Sport Steptronic (Coupé);CHF 27'700.–;190 PS;12.2016;61'000 km;Diesel;Automat sequentiell
7388577;MAZDA CX-5 2.2 D HP Revolution AWD Automatic (SUV / Geländewagen);CHF 15'300.–;175 PS;1.2016;121'000 km;Diesel;Automat sequentiell
7453372;VW BEETLE 2.0 TSI DSG (Limousine);CHF 11'900.–;211 PS;3.2014;103'000 km;Benzin;Automatik-Getriebe
7462921;VW Polo 1.6 16V Comfortline (Kleinwagen);CHF 4'350.–;105 PS;4.2008;103'000 km;Benzin;Schaltgetriebe manuell
7372998;MERCEDES-BENZ Mercedes-Benz B 220 (Kompaktvan / Minivan);CHF 23'000.–;184 PS;9.2015;41'000 km;Benzin;Automatisiertes Schaltgetriebe
7251744;AUDI Q2 1.0 TFSI sport S-tronic (SUV / Geländewagen);CHF 24'900.–;116 PS;12.2017;18'000 km;Benzin;Automatisiertes Schaltgetriebe
7447548;CITROEN C3 Pluriel 1.6i 16V (Cabriolet);CHF 1'500.–;110 PS;5.2004;123'000 km;Benzin;Automat
7462865;RENAULT Kadjar 1.3 16V Turbo Black Edition EDC (SUV / Geländewagen);CHF 26'000.–;160 PS;7.2019;8'500 km;Benzin;Automatisiertes Schaltgetriebe
6546476;LAND ROVER Defender 110 2.2 TD4 Station Wagon Legend (Kombi);CHF 56'900.–;122 PS;3.2015;43'900 km;Diesel;Schaltgetriebe manuell
7441251;JAGUAR X-TYPE 2.1 L, V6, Benzin (Limousine);CHF 5'000.–;156 PS;10.2005;92'000 km;Benzin;Automatik-Getriebe
7373412;PORSCHE 911 Carrera 4 PDK (Coupé);CHF 48'500.–;345 PS;10.2009;115'000 km;Benzin;Automatisiertes Schaltgetriebe
7453140;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 18'500.–;204 PS;9.2011;160'000 km;Diesel;Automat sequentiell
7167626;AUDI A6 Avant 3.0 BiTDI V6 quattro tiptronic (Kombi);CHF 29'450.–;313 PS;7.2014;132'500 km;Diesel;Automat sequentiell
7462175;INFINITI QX70 5.0 S Premium AWD Automatic (SUV / Geländewagen);CHF 19'700.–;320 PS;9.2016;122'000 km;Benzin;Automat sequentiell
7462179;FORD Fiesta 1.6 SCTi ST (Kleinwagen);CHF 14'900.–;182 PS;12.2016;54'000 km;Benzin;Schaltgetriebe manuell
7295243;NISSAN X-Trail 1.6 dCi acenta Xtronic CVT (SUV / Geländewagen);CHF 17'600.–;130 PS;3.2017;53'108 km;Diesel;Automat stufenlos, sequentiell
7461754;INFINITI FX50 S AWD Automatic (SUV / Geländewagen);CHF 9'500.–;390 PS;12.2009;185'000 km;Benzin;Automat sequentiell
7461662;BMW 330Ci Cabriolet (Cabriolet);CHF 9'500.–;231 PS;3.2006;218'000 km;Benzin;Schaltgetriebe manuell
7461370;BMW M235i xDrive Steptronic (Cabriolet);CHF 27'900.–;326 PS;4.2016;70'000 km;Benzin;Automat sequentiell
7461362;BMW X5 BMW X5 (SUV / Geländewagen);CHF 7'500.–;218 PS;7.2004;159'200 km;Diesel;Automat sequentiell
7461102;BMW X6 xDrive 40d Steptronic (SUV / Geländewagen);CHF 56'000.–;313 PS;10.2017;56'000 km;Diesel;Automat sequentiell
7448336;DACIA Duster 1.6 Ambiance 4x4 (SUV / Geländewagen);CHF 7'000.–;105 PS;12.201;121'000 km;Benzin;Schaltgetriebe manuell
7460925;RENAULT Mégane 1.4 16V Turbo Bose (Coupé);CHF 5'900.–;131 PS;8.2012;134'000 km;Benzin;Schaltgetriebe manuell
7460764;DACIA Duster 1.2 T Unlimited 4x4 (SUV / Geländewagen);CHF 12'900.–;125 PS;5.2017;32'000 km;Benzin;Schaltgetriebe manuell
7460587;NISSAN Micra 1.2 acenta (Kleinwagen);CHF 3'500.–;80 PS;5.2011;109'025 km;Benzin;Schaltgetriebe manuell
7460479;PORSCHE Cayenne GTS (SUV / Geländewagen);CHF 79'000.–;440 PS;1.2017;19'000 km;Benzin;Automat sequentiell
7420250;MERCEDES-BENZ C 280 Elégance Sport Edition 4Matic Automatic (Limousine);CHF 12'999.–;231 PS;12.2005;53'500 km;Benzin;Automat
7299752;SEAT Alhambra 1.4 TSI Style Eco DSG (Kompaktvan / Minivan);CHF 15'900.–;150 PS;12.2012;93'000 km;Benzin;Automatisiertes Schaltgetriebe
7460190;MERCEDES-BENZ CLS 350 d AMG Line 4Matic 9G-Tronic (Limousine);CHF 76'000.–;286 PS;3.2019;18'600 km;Diesel;Automat sequentiell
7322422;LEXUS NX 300h comfort E-Four Automatic (SUV / Geländewagen);CHF 35'400.–;197 PS;9.2017;40'630 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7460046;MERCEDES-BENZ A 250 Sport 4Matic 7G-DCT (Limousine);CHF 25'000.–;211 PS;9.2015;59'000 km;Benzin;Automatisiertes Schaltgetriebe
7272546;VW Golf 1.4 TSI Highline - *TOP-EDITION* (Limousine);CHF 9'490.–;122 PS;6.2012;96'500 km;Benzin;Schaltgetriebe manuell
7459971;BMW 116i Steptronic (Limousine);CHF 9'100.–;122 PS;6.2011;89'000 km;Benzin;Automat sequentiell
7459884;AUDI Q2 35 TFSI (SUV / Geländewagen);CHF 31'000.–;150 PS;6.2019;18'000 km;Benzin;Automatik-Getriebe
7453620;VW Eos 2.0 FSI Turbo Fashion DSG (Cabriolet);CHF 5'000.–;200 PS;5.2008;178'000 km;Benzin;Automatisiertes Schaltgetriebe
7459871;TESLA Model S 90 D (Limousine);CHF 48'500.–;525 PS;6.2016;128'500 km;Elektro;Automatisiertes Schaltgetriebe
6584876;PORSCHE Macan S PDK (SUV / Geländewagen);CHF 40'800.–;340 PS;5.2014;90'500 km;Benzin;Automatisiertes Schaltgetriebe
7459528;AUDI Q3 2.0 TFSI sport quattro S-tronic (SUV / Geländewagen);CHF 24'900.–;220 PS;10.2016;71'000 km;Benzin;Automatisiertes Schaltgetriebe
7459756;AUDI A3 Cabriolet 1.8 TFSI Ambition S-tronic (Cabriolet);CHF 24'900.–;180 PS;3.2015;63'500 km;Benzin;Automatisiertes Schaltgetriebe
7459228;PORSCHE 911 Carrera 4 PDK (Coupé);CHF 95'600.–;370 PS;3.2016;42'700 km;Benzin;Automatisiertes Schaltgetriebe
7458553;SEAT Leon 2.0 TSI Cupra R-Evolution (Limousine);CHF 13'900.–;265 PS;3.2013;83'000 km;Benzin;Schaltgetriebe manuell
7458572;AUDI A1 1.4 TFSI Sport S-tronic (Kleinwagen);CHF 12'400.–;150 PS;2.2015;102'500 km;Benzin;Automatisiertes Schaltgetriebe
7458487;MERCEDES-BENZ C 250 d Avantgarde 4Matic 9G-Tronic (Kombi);CHF 36'900.–;204 PS;5.2017;38'000 km;Diesel;Automat sequentiell
7458543;PORSCHE Cayenne S (SUV / Geländewagen);CHF 20'000.–;400 PS;6.2012;173'000 km;Benzin;Automat sequentiell
7458498;PORSCHE 911 Carrera 4 Cabrio (Cabriolet);CHF 35'000.–;320 PS;11.2002;44'000 km;Benzin;Schaltgetriebe manuell
7458465;BMW 520d xDrive Luxury Line Steptronic (Limousine);CHF 23'500.–;184 PS;3.2014;92'824 km;Diesel;Automat sequentiell
7457986;HYUNDAI Tucson 2.0 CRDI Plena 4WD Automatic (SUV / Geländewagen);CHF 25'000.–;136 PS;11.2017;33'000 km;Diesel;Automat sequentiell
7458448;AUDI RS4 Avant 4.2 FSI V8 quattro S-tronic (Kombi);CHF 37'900.–;450 PS;3.2013;75'000 km;Benzin;Automatisiertes Schaltgetriebe
7458348;BMW 535d Touring xDrive Steptronic (Kombi);CHF 43'900.–;313 PS;2.2017;59'000 km;Diesel;Automat sequentiell
7458206;TESLA Model S 75 D (Limousine);CHF 59'500.–;525 PS;6.2018;28'700 km;Elektro;Automatisiertes Schaltgetriebe
7414790;LAND ROVER Range Rover Evoque 2.2 TD4 Dynamic AT9 (SUV / Geländewagen);CHF 24'500.–;150 PS;4.2015;90'000 km;Diesel;Automat sequentiell
7458298;MINI Cooper S (Kleinwagen);CHF 8'500.–;170 PS;9.2005;117'000 km;Benzin;Schaltgetriebe manuell
7458204;AUDI A5 Sportback 2.0 TFSI quattro S-tronic (Limousine);CHF 20'500.–;271 PS;4.2011;77'000 km;Benzin;Automatisiertes Schaltgetriebe
7457622;MERCEDES-BENZ C 250 CDI Avantgarde 4Matic 7G-Tronic (Limousine);CHF 20'000.–;204 PS;5.2014;120'000 km;Diesel;Automat sequentiell
7309072;BMW 320d xDrive Touring Modern Line Steptronic (Kombi);CHF 15'400.–;184 PS;8.2013;93'000 km;Diesel;Automat sequentiell
6585441;MERCEDES-BENZ E 250 E-250 CGI blue efficiency (Cabriolet);CHF 17'500.–;205 PS;3.201;78'200 km;Benzin;Automatik-Getriebe
7456913;AUDI S5 Cabrio 3.0 TFSI quattro S-tronic (Cabriolet);CHF 41'500.–;333 PS;3.2015;29'500 km;Benzin;Automatisiertes Schaltgetriebe
7397607;NISSAN NV200 1.5 dCi 110 Evalia Tekna (Kombi);CHF 15'500.–;110 PS;5.2013;47'000 km;Diesel;Schaltgetriebe manuell
7457016;FORD Focus 2.3 EcoBoost RS AWD (Limousine);CHF 34'900.–;350 PS;12.2016;35'000 km;Benzin;Schaltgetriebe manuell
7457259;DODGE Ram 2500 Laramie SLT (Pick-up);CHF 28'500.–;355 PS;6.2009;185'000 km;Diesel;Automatik-Getriebe
7456897;LEXUS RX 450h excellence AWD CVT (SUV / Geländewagen);CHF 52'900.–;313 PS;1.2017;34'500 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7367906;BMW X3 xDrive 20d Steptronic (SUV / Geländewagen);CHF 13'900.–;184 PS;1.2011;135'000 km;Diesel;Automat sequentiell
7369262;FIAT 500 0.9 Twinair Lounge (Kleinwagen);CHF 16'900.–;85 PS;Neu;50 km;Benzin;Schaltgetriebe manuell
7456966;TOYOTA FJ FJ Cruiser (SUV / Geländewagen);CHF 42'000.–;275 PS;3.2017;99'900 km;Benzin;Automatik-Getriebe
7456808;FIAT 595 1.4 16V Turbo Abarth Pista (Kleinwagen);CHF 19'900.–;160 PS;12.2018;4'700 km;Benzin;Schaltgetriebe manuell
7456824;CHEVROLET CAMARO Iroc z (Cabriolet);CHF 15'000.–;173 PS;10.1988;45'000 km;Benzin;Automat
7308310;TESLA Model S 85 (Limousine);CHF 39'500.–;388 PS;4.2015;97'000 km;Elektro;Automatisiertes Schaltgetriebe
7456184;PORSCHE 911 Turbo PDK (Coupé);CHF 105'991.–;620 PS;12.2009;56'900 km;Benzin;Automatisiertes Schaltgetriebe
7450941;VW T5 Multivan 2.0 Bi-TDI CR Comfortline Team (Bus);CHF 27'500.–;180 PS;1.2011;144'000 km;Diesel;Schaltgetriebe manuell
7368288;VOLVO XC60 T5 AWD R-Design Geartronic (SUV / Geländewagen);CHF 47'900.–;250 PS;2.2018;16'800 km;Benzin;Automat sequentiell
7390304;MERCEDES-BENZ 280 CE (Coupé);CHF 31'900.–;185 PS;4.1973;124'000 km;Benzin;Automatik-Getriebe
7368599;BMW X5 xDrive 30d Steptronic (SUV / Geländewagen);CHF 36'900.–;258 PS;6.2014;83'840 km;Diesel;Automat sequentiell
7334700;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 38'000.–;381 PS;2.2017;64'500 km;Benzin;Automatisiertes Schaltgetriebe
7297463;SEAT Ateca 2.0 TSI Cupra 4Drive DSG (SUV / Geländewagen);CHF 41'900.–;300 PS;11.2018;20'000 km;Benzin;Automatisiertes Schaltgetriebe
7455684;MAZDA CX-5 SKYACTIV-G 194 Revolution AWD Automat (SUV / Geländewagen);CHF 37'000.–;194 PS;11.2017;41'000 km;Benzin;Automat sequentiell
7455694;PEUGEOT 4007 2.2 HDi Lion Edition DCS6 (SUV / Geländewagen);CHF 9'000.–;156 PS;4.201;132'500 km;Diesel;Automatisiertes Schaltgetriebe
7444724;VW GOLF VII 1.6 TDI Blue Motion Comfortline (Limousine);CHF 10'500.–;105 PS;5.2013;158'120 km;Diesel;Schaltgetriebe manuell
7455639;BMW 530d Touring xDrive Steptronic (Kombi);CHF 35'800.–;258 PS;4.2017;109'500 km;Diesel;Automat sequentiell
7043003;AUDI RS3 2.5 TSI quattro S-tronic (Limousine);CHF 61'000.–;400 PS;8.2018;9'741 km;Benzin;Automatisiertes Schaltgetriebe
7455501;MERCEDES-BENZ C 200 Kompressor Avantgarde Automatic (Kombi);CHF 6'950.–;184 PS;9.2009;185'000 km;Benzin;Automat sequentiell
7455444;DS AUTOMOBILES DS3 1.6 VTi SO Chic (Kleinwagen);CHF 6'999.–;120 PS;9.2012;84'700 km;Benzin;Schaltgetriebe manuell
7455429;AUDI S4 Avant 3.0 TFSI quattro S-tronic (Kombi);CHF 17'900.–;333 PS;7.201;140'000 km;Benzin;Automatisiertes Schaltgetriebe
7449099;BMW M4 Coupé DKG (Coupé);CHF 55'900.–;431 PS;7.2014;46'800 km;Benzin;Automatisiertes Schaltgetriebe
7435106;MINI Countryman Cooper SD ALL4 Snowhill Steptronic (SUV / Geländewagen);CHF 21'500.–;143 PS;11.2015;32'300 km;Diesel;Automat sequentiell
7455133;FIAT 595 1.4 16V Turbo Abarth Competizione Dualogic (Kleinwagen);CHF 16'595.–;180 PS;9.2013;64'000 km;Benzin;Automatisiertes Schaltgetriebe
7455033;AUDI A1 Sportback 1.4 TFSI Sport S-tronic (Kleinwagen);CHF 24'000.–;150 PS;7.2017;19'500 km;Benzin;Automatisiertes Schaltgetriebe
7455053;AUDI A4 Avant 2.0 TFSI quattro s-tronic (Kombi);CHF 19'500.–;225 PS;10.2013;83'000 km;Benzin;Automatisiertes Schaltgetriebe
6978696;LAMBORGHINI Aventador S LP740-4 Roadster E-Gear (Cabriolet);CHF 384'900.–;741 PS;6.2018;4'000 km;Benzin;Automatisiertes Schaltgetriebe
7357281;TOYOTA Auris Touring Sports 1.8 HSD Trend e-CVT (Kombi);CHF 15'500.–;136 PS;2.2017;101'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
6763482;JAGUAR XK8 (Coupé);CHF 12'500.–;284 PS;10.1996;105'000 km;Benzin;Automat
7454129;VW Polo 1.0 TSI BMT Lounge DSG (Kleinwagen);CHF 14'200.–;110 PS;2.2016;57'600 km;Benzin;Automatisiertes Schaltgetriebe
7454192;JEEP Grand Cherokee 4.7 Overland Automatic (SUV / Geländewagen);CHF 7'900.–;258 PS;5.2004;111'900 km;Benzin;Automat
7410154;PORSCHE 911 Carrera 4 GTS PDK (Coupé);CHF 124'500.–;430 PS;3.2016;16'500 km;Benzin;Automatisiertes Schaltgetriebe
7454157;MERCEDES-BENZ V 250 d Avantgarde extralang 4M 7G-Tronic (Kompaktvan / Minivan);CHF 38'000.–;190 PS;6.2017;160'000 km;Diesel;Automat sequentiell
7454102;VW T6 Caravelle 2.0 Bi-TDI Highline 4Motion DSG LWB (Bus);CHF 58'900.–;204 PS;8.2018;23'000 km;Diesel;Automatisiertes Schaltgetriebe
7357031;AUDI Q3 2.0 TFSI sport quattro S-tronic (SUV / Geländewagen);CHF 37'100.–;264 PS;11.2017;64'500 km;Benzin;Automatisiertes Schaltgetriebe
7367647;MITSUBISHI Outlander 2.4 PHEV Diamond 4WD Automatic (SUV / Geländewagen);CHF 37'500.–;224 PS;6.2019;18'000 km;Plug-in-Hybrid Benzin/Elektro;Automatisiertes Schaltgetriebe
7453414;MERCEDES-BENZ CLA Shooting Brake 200 d Night Star (Kombi);CHF 24'900.–;136 PS;3.2017;37'000 km;Diesel;Schaltgetriebe manuell
7402347;RENAULT Mégane Coupé 2.0 16V Turbo RS (Coupé);CHF 11'800.–;250 PS;9.2011;75'000 km;Benzin;Schaltgetriebe manuell
7453985;NISSAN Qashqai 2.0 4WD 360 (SUV / Geländewagen);CHF 10'500.–;141 PS;11.2012;104'000 km;Benzin;Schaltgetriebe manuell
7453752;MERCEDES-BENZ C 63 Coupé AMG Speedshift MCT (Coupé);CHF 42'500.–;487 PS;12.2011;84'070 km;Benzin;Automatisiertes Schaltgetriebe
7288872;MERCEDES-BENZ E 250 7G-Tronic (Coupé);CHF 22'900.–;211 PS;12.2013;133'000 km;Benzin;Automat sequentiell
7395951;PORSCHE Cayenne S (SUV / Geländewagen);CHF 9'100.–;340 PS;6.2005;130'000 km;Benzin;Schaltgetriebe manuell
7453445;JAGUAR F-Pace 3.0 TD R-Sport AWD Automatik (SUV / Geländewagen);CHF 49'700.–;300 PS;5.2017;45'000 km;Diesel;Automat sequentiell
7444980;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 45'500.–;381 PS;2.2017;33'791 km;Benzin;Automatisiertes Schaltgetriebe
7453368;BMW X5 xDrive 40d Steptronic (SUV / Geländewagen);CHF 45'000.–;313 PS;6.2016;95'000 km;Diesel;Automat sequentiell
7399695;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 31'500.–;301 PS;12.2015;55'000 km;Benzin;Automatisiertes Schaltgetriebe
7452473;RENAULT Captur 1.2 T 16V Privilège EDC (SUV / Geländewagen);CHF 8'150.–;120 PS;10.2013;115'000 km;Benzin;Automatisiertes Schaltgetriebe
7410368;FORD Kuga 2.0 TDCi Carving 2WD (SUV / Geländewagen);CHF 9'300.–;140 PS;11.2012;109'000 km;Diesel;Schaltgetriebe manuell
7385982;BMW 335i (Limousine);CHF 16'500.–;306 PS;4.201;150'000 km;Benzin;Schaltgetriebe manuell
7452362;VW Passat Variant 2.0 FSI Highline 4Motion (Kombi);CHF 3'900.–;150 PS;8.2007;190'865 km;Benzin;Schaltgetriebe manuell
7452340;TESLA Model S 85 (Limousine);CHF 34'990.–;388 PS;5.2014;159'500 km;Elektro;Automatisiertes Schaltgetriebe
7452309;MAZDA 6 2.0 16V Exclusive (Kombi);CHF 8'500.–;147 PS;11.2009;82'300 km;Benzin;Schaltgetriebe manuell
7452316;VOLVO XC90 D5 AWD Husky Edition Geartronic (SUV / Geländewagen);CHF 24'900.–;200 PS;12.2014;68'000 km;Diesel;Automat sequentiell
7452256;SUZUKI SX4 2.0 TD GL Top 4WD (SUV / Geländewagen);CHF 9'400.–;135 PS;12.2013;47'000 km;Diesel;Schaltgetriebe manuell
7452245;MERCEDES-BENZ CLA Shooting Brake 45 AMG 4Matic Speedshift (Kombi);CHF 49'900.–;381 PS;7.2018;19'000 km;Benzin;Automatisiertes Schaltgetriebe
7345077;VW Touran 1.4 TSI BlueMotion Technology Sound DSG (Kompaktvan / Minivan);CHF 24'900.–;150 PS;7.2017;51'000 km;Benzin;Automatisiertes Schaltgetriebe
7452112;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 31'500.–;381 PS;5.2016;60'500 km;Benzin;Automatisiertes Schaltgetriebe
7314739;PORSCHE Cayenne (SUV / Geländewagen);CHF 25'900.–;290 PS;6.2007;56'200 km;Benzin;Automat
7452006;SEAT Alhambra 2.0 TSI Style Advanced DSG (Kompaktvan / Minivan);CHF 30'900.–;220 PS;12.2015;57'000 km;Benzin;Automatisiertes Schaltgetriebe
7435027;VOLVO V40 Cross Country T4 2.0 AWD Momentum Geartronic (Limousine);CHF 15'500.–;180 PS;6.2014;96'000 km;Benzin;Automat sequentiell
7450707;MINI Cooper S (Kleinwagen);CHF 11'900.–;211 PS;5.2006;56'403 km;Benzin;Schaltgetriebe manuell
7450594;FORD Focus 2.5 Turbo ST (Limousine);CHF 7'300.–;226 PS;6.2006;161'000 km;Benzin;Schaltgetriebe manuell
